4.	4.	4.	-0.2222222222222222	-0.2222222222222222 5000
4.	4.	4.	-0.2222222222222222	-0.1111111111111111 5000
4.	4.	4.	-0.2222222222222222	0.  5000
4.	4.	4.	-0.2222222222222222	0.1111111111111111  5000
4.	4.	4.	-0.1111111111111111	-0.3333333333333333 5000
4.	4.	4.	-0.1111111111111111	-0.2222222222222222 5000
4.	4.	4.	-0.1111111111111111	-0.1111111111111111 5000
4.	4.	4.	-0.1111111111111111	0.  5000
4.	4.	4.	-0.1111111111111111	0.1111111111111111  5000
4.	4.	4.	0.	-0.3333333333333333 5000
4.	4.	4.	0.	-0.2222222222222222 5000
4.	4.	4.	0.	-0.1111111111111111 5000
4.	4.	4.	0.	0.  5000
4.	4.	4.	0.	0.1111111111111111  5000
4.	4.	4.	0.1111111111111111	-0.3333333333333333 5000
4.	4.	4.	0.1111111111111111	-0.2222222222222222 5000
4.	4.	4.	0.1111111111111111	-0.1111111111111111 5000
4.	4.	4.	0.1111111111111111	0. 5000
4.	4.	4.	0.1111111111111111	0.1111111111111111 5000
