0.176868,0.138106
0.176868,0.138106
0.176867,0.138106
0.176867,0.138105
0.176866,0.138104
0.176864,0.138103
0.176863,0.138102
0.176861,0.1381
0.176859,0.138098
0.176857,0.138096
0.176854,0.138094
0.176852,0.138092
0.176849,0.138089
0.176846,0.138087
0.176844,0.138084
0.176841,0.138082
0.176839,0.13808
0.176836,0.138078
0.176835,0.138076
0.176833,0.138075
0.176832,0.138074
0.176832,0.138074
0.176832,0.138074
0.176834,0.138076
0.176837,0.138078
0.176841,0.138082
0.176847,0.138088
0.176855,0.138095
0.176864,0.138104
0.176876,0.138115
0.176891,0.138128
0.176909,0.138144
0.17693,0.138163
0.176954,0.138185
0.176982,0.138211
0.177015,0.13824
0.177051,0.138274
0.177092,0.138311
0.177138,0.138353
0.177189,0.138399
0.177244,0.13845
0.177305,0.138505
0.177371,0.138564
0.177441,0.138628
0.177516,0.138696
0.177594,0.138768
0.177676,0.138842
0.177761,0.138919
0.177846,0.138997
0.177932,0.139075
0.178017,0.139152
0.178098,0.139225
0.178174,0.139294
0.178241,0.139355
0.178298,0.139407
0.178342,0.139446
0.178367,0.139468
0.178371,0.139472
0.178349,0.139451
0.178296,0.139402
0.178207,0.13932
0.178075,0.139199
0.177895,0.139035
0.177661,0.13882
0.177363,0.138549
0.176996,0.138214
0.17655,0.137808
0.176017,0.137323
0.175388,0.136752
0.174652,0.136084
0.1738,0.135313
0.172819,0.134427
0.171699,0.133417
0.170426,0.132273
0.168988,0.130984
0.16737,0.129539
0.165557,0.127924
0.163533,0.126129
0.16128,0.124139
0.158779,0.12194
0.156009,0.119516
0.152946,0.116852
0.149565,0.113929
0.145837,0.110727
0.141729,0.107225
0.137203,0.103397
0.132215,0.0992153
0.126716,0.0946475
0.120643,0.0896555
0.113925,0.0841945
0.106473,0.0782103
0.0981775,0.0716373
0.088901,0.0643946
0.0784716,0.0563825
0.0666755,0.0474814
0.0532711,0.0375655
0.0381017,0.0265854
0.0216248,0.0149277
0.00663148,0.00453698
1.05009e-31,7.15784e-32
