0.233707,0.0339465,0.0696106
0.233109,0.0342763,0.0696853
0.23213,0.0347992,0.0698233
0.233478,0.0339744,0.0697499
0.233081,0.0341212,0.069881
0.231481,0.0349332,0.0701583
0.231966,0.0345301,0.0702522
0.230592,0.0351694,0.0705561
0.23,0.0353376,0.0708084
0.227227,0.0367323,0.0712902
0.227495,0.0363668,0.071513
0.228277,0.0356688,0.0717187
0.226697,0.0363178,0.0721661
0.226041,0.036403,0.0725573
0.223099,0.0378075,0.0731663
0.222029,0.0380932,0.0736429
0.222023,0.0377194,0.0740654
0.217526,0.0399898,0.0748518
0.215602,0.0407157,0.075465
0.216091,0.0399769,0.0759416
0.214987,0.0401546,0.07656
0.212205,0.0413335,0.0773069
0.209468,0.0424663,0.0780696
0.207081,0.0433664,0.0788342
0.202986,0.0453002,0.0797016
0.201559,0.045575,0.0804617
0.201162,0.0451597,0.0812203
0.196638,0.0473385,0.0821478
0.194985,0.0476725,0.0830044
0.190678,0.0496942,0.0839487
0.188828,0.0501156,0.0848571
0.185756,0.0513126,0.0858093
0.184385,0.0513525,0.086777
0.181275,0.052537,0.0877743
0.175905,0.0552585,0.0887626
0.174204,0.0554588,0.0898023
0.169406,0.0577956,0.090802
0.164985,0.0598728,0.0918106
0.162136,0.0608469,0.0928671
0.157264,0.0632559,0.0938622
0.154307,0.0643038,0.0949301
0.152616,0.0643922,0.0960935
0.145752,0.0683258,0.0969504
0.142074,0.069916,0.0979858
0.140821,0.0696515,0.0992153
0.135874,0.0722306,0.100148
0.132447,0.0736405,0.10121
0.128921,0.0751384,0.102259
0.124607,0.0772989,0.103205
0.120923,0.0789723,0.10421
0.116092,0.0816379,0.10504
0.112625,0.0831976,0.106032
0.10824,0.0855787,0.106864
0.103037,0.0887124,0.107541
0.0995254,0.0904507,0.108436
0.0969776,0.0913711,0.109476
0.0928145,0.0937747,0.110205
0.0882015,0.0966467,0.110812
0.0871669,0.096271,0.112106
0.0812795,0.100499,0.112331
0.0785999,0.101781,0.113199
0.075709,0.103306,0.113996
0.0727692,0.104932,0.114747
0.0689795,0.107468,0.115232
0.0663754,0.108892,0.11597
0.0647291,0.10935,0.116966
0.060082,0.113019,0.116995
0.0590375,0.11295,0.11806
0.0551671,0.115955,0.118157
0.0532346,0.116914,0.118808
0.051746,0.117364,0.119576
0.0486171,0.119718,0.119619
0.0461503,0.121323,0.119813
0.0436648,0.12294,0.119885
0.0424602,0.123063,0.120311
0.0398615,0.124752,0.120049
0.0385949,0.124803,0.120161
0.0364333,0.125813,0.119726
0.0354288,0.125274,0.119604
0.0330261,0.126301,0.118622
0.0311818,0.126423,0.117661
0.0299588,0.125552,0.11669
0.0279511,0.125333,0.115098
0.0269554,0.123557,0.1136
0.0253805,0.122093,0.1115
0.023545,0.120494,0.108902
0.0220423,0.117979,0.106008
0.0203952,0.115047,0.102584
0.0189811,0.111189,0.0987028
0.0173519,0.106816,0.0941555
0.0157069,0.101593,0.0889341
0.0142462,0.0951827,0.0829878
0.0125297,0.0878851,0.0760943
0.0107348,0.0793009,0.0681558
0.00889978,0.0691286,0.0589871
0.00696632,0.0570874,0.0483382
0.0048441,0.0428564,0.0359487
0.00277952,0.0261278,0.0217399
0.000880394,0.00883783,0.00729951
1.44751e-32,1.48673e-31,1.22398e-31
