0.323693,0.0034093
0.323709,0.00340948
0.323757,0.00340999
0.323837,0.00341085
0.32395,0.00341206
0.324094,0.00341361
0.324271,0.00341551
0.324479,0.00341775
0.324721,0.00342035
0.324994,0.00342329
0.325301,0.00342659
0.32564,0.00343024
0.326011,0.00343425
0.326416,0.00343861
0.326853,0.00344333
0.327324,0.00344842
0.327828,0.00345386
0.328364,0.00345967
0.328934,0.00346585
0.329537,0.00347239
0.330173,0.0034793
0.330842,0.00348657
0.331543,0.00349421
0.332277,0.00350222
0.333043,0.00351059
0.333841,0.00351932
0.33467,0.00352841
0.335529,0.00353785
0.336418,0.00354765
0.337336,0.00355778
0.338281,0.00356824
0.339254,0.00357903
0.340251,0.00359013
0.341271,0.00360152
0.342313,0.00361319
0.343375,0.00362512
0.344453,0.00363729
0.345545,0.00364968
0.346648,0.00366224
0.347759,0.00367496
0.348873,0.00368779
0.349986,0.0037007
0.351094,0.00371364
0.352192,0.00372656
0.353272,0.00373939
0.35433,0.00375209
0.355358,0.00376458
0.356348,0.00377678
0.357292,0.00378862
0.358181,0.0038
0.359006,0.00381082
0.359755,0.00382097
0.360417,0.00383035
0.36098,0.00383882
0.361431,0.00384624
0.361756,0.00385248
0.36194,0.00385737
0.361968,0.00386075
0.361822,0.00386245
0.361485,0.00386227
0.360939,0.00386001
0.360165,0.00385547
0.359143,0.00384844
0.357853,0.00383868
0.356274,0.00382597
0.354385,0.00381006
0.352164,0.0037907
0.349589,0.00376766
0.34664,0.00374067
0.343296,0.00370949
0.339535,0.00367388
0.335339,0.00363359
0.33069,0.00358841
0.32557,0.00353813
0.319966,0.00348261
0.313864,0.00342179
0.307254,0.00335585
0.300129,0.00328555
0.292483,0.0032131
0.284308,0.00314451
0.275592,0.00309568
0.266294,0.00310813
0.256298,0.0032895
0.245289,0.00391515
0.232457,0.00567248
0.215861,0.0101981
0.191358,0.0210016
0.152278,0.0437184
0.0957633,0.0800561
0.0397216,0.111819
0.0106731,0.114407
0.00276348,0.0967162
0.00102409,0.0752821
0.000531176,0.0555355
0.000319775,0.0385933
0.000193723,0.0246899
0.000106737,0.0138781
4.70792e-05,0.00616511
1.17792e-05,0.00154638
1.68909e-34,2.2195e-32
