0.127092,0.127092
0.127088,0.127088
0.127078,0.127078
0.127061,0.127061
0.127037,0.127037
0.127006,0.127006
0.126968,0.126968
0.126925,0.126925
0.126875,0.126875
0.126819,0.126819
0.126758,0.126758
0.126692,0.126692
0.12662,0.12662
0.126544,0.126544
0.126464,0.126464
0.126381,0.126381
0.126294,0.126294
0.126205,0.126205
0.126114,0.126114
0.126021,0.126021
0.125928,0.125928
0.125835,0.125835
0.125742,0.125742
0.125651,0.125651
0.125561,0.125561
0.125474,0.125474
0.125391,0.125391
0.125311,0.125311
0.125236,0.125236
0.125167,0.125167
0.125103,0.125103
0.125045,0.125045
0.124994,0.124994
0.12495,0.12495
0.124914,0.124914
0.124885,0.124885
0.124864,0.124864
0.124852,0.124852
0.124847,0.124847
0.124851,0.124851
0.124863,0.124863
0.124883,0.124883
0.12491,0.12491
0.124944,0.124944
0.124986,0.124986
0.125033,0.125033
0.125086,0.125086
0.125144,0.125144
0.125206,0.125206
0.125271,0.125271
0.125339,0.125339
0.125408,0.125408
0.125478,0.125478
0.125547,0.125547
0.125615,0.125615
0.12568,0.12568
0.125741,0.125741
0.125798,0.125798
0.125849,0.125849
0.125895,0.125895
0.125934,0.125934
0.125967,0.125967
0.125993,0.125993
0.126013,0.126013
0.126026,0.126026
0.126032,0.126032
0.126033,0.126033
0.126028,0.126028
0.126016,0.126016
0.125999,0.125999
0.125976,0.125976
0.125948,0.125948
0.125913,0.125913
0.125874,0.125874
0.125832,0.125832
0.12579,0.12579
0.125751,0.125751
0.125722,0.125722
0.125708,0.125708
0.125717,0.125717
0.125754,0.125754
0.125817,0.125817
0.125902,0.125902
0.125991,0.125991
0.126055,0.126055
0.126059,0.126059
0.125961,0.125961
0.12574,0.12574
0.125413,0.125413
0.125075,0.125075
0.124927,0.124927
0.125274,0.125274
0.12643,0.12643
0.128403,0.128403
0.130109,0.130109
0.127825,0.127825
0.113511,0.113511
0.0777458,0.0777458
0.0268379,0.0268379
5.40164e-31,5.40164e-31
