0.816137,0.803501,0.796306,0.799702,0.803311,0.797688,0.787427,0.761043,0.729224,0.707088,0.683025,0.673111,0.681528,0.693026,0.70574,0.732403,0.756875,0.785833,0.809454,0.818403,0.819486,0.806997,0.789411,0.766604,0.731915,0.701028,0.664609,0.640317,0.636475,0.629601,0.627083,0.627293,0.631112,0.636247,0.637852,0.634534,0.640043,0.633435,0.621561,0.607014,0.609772,0.624732,0.63493,0.65684,0.676665,0.701218,0.73828,0.779035,0.810071,0.828551,0.85184,0.879539,0.898151,0.899563,0.883432,0.862247,0.848941,0.826548,0.791781,0.76468,0.741049,0.722935,0.70259,0.696901,0.686063,0.676738,0.664561,0.668553,0.682603,0.700331,0.710905,0.719743,0.723415,0.72041,0.711542,0.707304,0.714965,0.709024,0.6866,0.648877,0.602508,0.568369,0.546685,0.52969,0.528907,0.543459,0.57321,0.607134,0.628744,0.659765,0.688065,0.711147,0.733948,0.754932,0.770773,0.785371,0.786709,0.785985,0.789035,0.796602,0.796263,0.801926,0.802113,0.800047,0.78955,0.780373,0.760388,0.72917,0.706984,0.683331,0.658959,0.653907,0.643776,0.623518,0.604544,0.580745,0.572702,0.570353,0.577304,0.571785,0.558241,0.535612,0.5128,0.504451,0.508242,0.523235,0.541218,0.569104,0.589937,0.592495,0.590705,0.587148,0.590474,0.601735,0.627498,0.664172,0.68781,0.692467,0.707562,0.735521,0.753418,0.758188,0.771615,0.783069,0.783037,0.779099,0.775646,0.765187,0.765121,0.764796,0.75481,0.736876,0.726428,0.724985,0.71471,0.702996,0.696888,0.698172,0.692566,0.669751,0.65482,0.653982,0.65337,0.653465,0.65591,0.653928,0.650079,0.657117,0.663265,0.666208,0.681418,0.70867,0.742276,0.783448,0.821324,0.868332,0.905092,0.919618,0.917444,0.901828,0.882713,0.862016,0.838382,0.803568,0.761183,0.726644,0.705141,0.70153,0.697985,0.68575,0.687043,0.681726,0.660167,0.638586,0.630196,0.634377,0.653198,0.669602,0.687762,0.704849,0.728225,0.749808,0.760631,0.763254,0.758453,0.755234,0.747776,0.745122,0.750307,0.761801,0.785642,0.800596,0.800143,0.794608,0.787985,0.777044,0.752926,0.718686,0.681813,0.650425,0.618207,0.586438,0.569851,0.558687,0.562294,0.575224,0.580087,0.594222,0.62878,0.670236,0.699427,0.728161,0.742829,0.742807,0.722373,0.696568,0.682445,0.662288,0.626827,0.596034,0.584511,0.595037,0.619801,0.63413,0.64444,0.653394,0.666038,0.685348,0.715903,0.763532,0.803571,0.827878,0.842519,0.844405,0.843346,0.832784
0.75394,0.742793,0.738383,0.745785,0.754677,0.755628,0.753068,0.735542,0.713439,0.701435,0.687792,0.688067,0.706081,0.726474,0.747079,0.780165,0.809615,0.841954,0.867608,0.877561,0.878597,0.865038,0.845031,0.818231,0.777917,0.739538,0.694105,0.659431,0.644188,0.625642,0.61149,0.600505,0.593907,0.589774,0.583649,0.574393,0.575713,0.567108,0.555286,0.542575,0.548379,0.567619,0.583645,0.612661,0.640958,0.674992,0.72203,0.772867,0.813736,0.84139,0.872663,0.907075,0.931466,0.93809,0.926733,0.909599,0.899251,0.878867,0.845041,0.817323,0.791559,0.769912,0.744997,0.733782,0.717057,0.701685,0.683593,0.681705,0.690062,0.702376,0.707923,0.711975,0.711059,0.7036,0.690343,0.681613,0.684628,0.674364,0.648153,0.607309,0.558396,0.521786,0.497439,0.477509,0.473231,0.483916,0.509996,0.541514,0.563111,0.596778,0.630961,0.663266,0.698252,0.733797,0.765805,0.797228,0.815351,0.83044,0.847579,0.867025,0.876271,0.88888,0.893581,0.893651,0.883085,0.871517,0.847067,0.809356,0.778508,0.744585,0.70892,0.691942,0.670188,0.639199,0.610645,0.578752,0.563892,0.556083,0.558772,0.550381,0.535097,0.511589,0.488246,0.479117,0.481656,0.494863,0.510719,0.536228,0.554969,0.556124,0.553515,0.549715,0.553288,0.565385,0.592705,0.63202,0.659984,0.6708,0.693391,0.729972,0.757676,0.773151,0.797516,0.819923,0.830651,0.836802,0.84231,0.839388,0.844776,0.847686,0.838628,0.819032,0.803903,0.794752,0.774221,0.749973,0.72949,0.715211,0.693803,0.655863,0.626843,0.613442,0.602461,0.594735,0.592121,0.588058,0.585016,0.595387,0.607366,0.618357,0.64316,0.681052,0.725823,0.777977,0.826113,0.881978,0.926272,0.947291,0.950685,0.939739,0.92416,0.905669,0.882767,0.847164,0.802271,0.763295,0.735617,0.724464,0.712742,0.692306,0.685518,0.672909,0.645282,0.618819,0.606612,0.608058,0.625222,0.641329,0.660488,0.679839,0.706503,0.732309,0.748157,0.756292,0.757198,0.759488,0.757171,0.758947,0.767635,0.781624,0.806844,0.822431,0.822076,0.816067,0.808456,0.796187,0.770657,0.734997,0.696718,0.663961,0.630621,0.598044,0.5808,0.569215,0.572392,0.584762,0.588929,0.601754,0.633997,0.672113,0.697102,0.720623,0.729383,0.722995,0.696144,0.664066,0.644011,0.618937,0.580043,0.547123,0.534546,0.545191,0.571781,0.590486,0.60784,0.6264,0.650825,0.683503,0.728184,0.789697,0.842845,0.878974,0.903688,0.913686,0.918364,0.910976
0.675053,0.666411,0.666672,0.680689,0.698088,0.709299,0.718344,0.713532,0.704671,0.705764,0.704759,0.716539,0.744436,0.772906,0.799528,0.83627,0.867361,0.899551,0.923901,0.931993,0.930738,0.914537,0.891197,0.860103,0.814401,0.769223,0.715863,0.672273,0.647489,0.619559,0.596476,0.577334,0.563551,0.553376,0.542505,0.529812,0.528739,0.519049,0.507191,0.495172,0.501848,0.522234,0.540142,0.571728,0.60368,0.642446,0.695138,0.752468,0.800477,0.835548,0.873952,0.915027,0.945804,0.958811,0.95401,0.943461,0.939469,0.925369,0.897528,0.874723,0.852405,0.832356,0.80705,0.793097,0.771602,0.749487,0.722991,0.711126,0.708406,0.709038,0.702876,0.695556,0.684077,0.667278,0.646221,0.631333,0.629917,0.617478,0.59141,0.552778,0.507489,0.474817,0.454058,0.437062,0.434654,0.446209,0.472497,0.504276,0.526978,0.562679,0.60034,0.637786,0.679458,0.722998,0.763925,0.804634,0.832092,0.856012,0.881111,0.90751,0.92291,0.940772,0.950177,0.954513,0.947919,0.939752,0.918071,0.882011,0.850786,0.814242,0.773589,0.749169,0.718297,0.677169,0.637982,0.595707,0.570985,0.554293,0.549199,0.534504,0.51432,0.487168,0.460989,0.449217,0.449049,0.459394,0.472438,0.495295,0.512145,0.512594,0.510289,0.507697,0.513198,0.527971,0.558793,0.602755,0.637021,0.655789,0.687288,0.733311,0.770841,0.796098,0.829485,0.860015,0.87796,0.890214,0.900584,0.901342,0.908898,0.912654,0.903292,0.882061,0.863492,0.848978,0.821487,0.78872,0.758351,0.733254,0.700849,0.652444,0.613659,0.591462,0.573066,0.559397,0.552305,0.545299,0.540723,0.550691,0.563575,0.576822,0.604985,0.647333,0.697654,0.756175,0.81121,0.873848,0.924643,0.951869,0.96112,0.955718,0.945256,0.93138,0.912487,0.880199,0.837551,0.799215,0.770359,0.756212,0.740138,0.714402,0.701406,0.682311,0.648403,0.615955,0.598106,0.594414,0.607042,0.619595,0.636254,0.654296,0.680791,0.707669,0.725864,0.737421,0.742615,0.749721,0.752604,0.759625,0.773365,0.792062,0.821446,0.840898,0.844188,0.841423,0.836533,0.826424,0.802501,0.767691,0.729259,0.695196,0.659546,0.623793,0.602504,0.586273,0.584158,0.590679,0.588694,0.594895,0.620016,0.650935,0.669247,0.686787,0.690761,0.681061,0.652648,0.620625,0.601933,0.579656,0.544889,0.516758,0.509096,0.524656,0.556399,0.58096,0.604758,0.63014,0.66142,0.700581,0.750899,0.816772,0.873212,0.911809,0.938327,0.949734,0.955406,0.948706
0.596525,0.590512,0.595608,0.616454,0.642728,0.664775,0.686157,0.694802,0.699759,0.714191,0.725582,0.748026,0.784315,0.818795,0.84898,0.886813,0.91717,0.94727,0.968938,0.974384,0.970623,0.952107,0.926291,0.892271,0.84301,0.793238,0.73441,0.684494,0.652808,0.618112,0.588637,0.563733,0.544938,0.530581,0.516415,0.501257,0.498239,0.48734,0.474761,0.462245,0.468162,0.487634,0.504935,0.53624,0.568763,0.609151,0.664611,0.726028,0.779415,0.820799,0.865801,0.913407,0.950618,0.970061,0.9718,0.967788,0.970154,0.962481,0.941028,0.923897,0.906169,0.889187,0.865152,0.850105,0.825283,0.797485,0.763133,0.74131,0.727116,0.715446,0.696941,0.677806,0.655684,0.629934,0.601956,0.582187,0.577893,0.564991,0.540788,0.505915,0.465496,0.437712,0.421297,0.407932,0.408145,0.421397,0.448714,0.481382,0.50541,0.542811,0.582926,0.62373,0.669564,0.717926,0.764106,0.810128,0.842834,0.871579,0.900882,0.930868,0.949525,0.970283,0.9826,0.990023,0.98691,0.982491,0.964908,0.932957,0.90496,0.870362,0.829855,0.803175,0.767965,0.720702,0.673855,0.623103,0.589508,0.564232,0.551172,0.52966,0.503875,0.472338,0.44268,0.427838,0.424786,0.432322,0.442766,0.463263,0.478486,0.478387,0.476398,0.474854,0.481932,0.498819,0.532342,0.579873,0.61906,0.644086,0.682493,0.735651,0.780409,0.812607,0.852029,0.887675,0.909953,0.925723,0.938829,0.941756,0.950729,0.955431,0.946769,0.925849,0.906716,0.890533,0.860403,0.823795,0.78826,0.756813,0.717382,0.661816,0.615835,0.586695,0.56203,0.542879,0.531093,0.520244,0.512565,0.519921,0.530892,0.543047,0.570839,0.613752,0.665879,0.727495,0.786882,0.854561,0.910817,0.943664,0.958449,0.958449,0.953174,0.944273,0.930141,0.902404,0.863801,0.828452,0.80117,0.786978,0.769477,0.741128,0.724189,0.700321,0.66122,0.623261,0.599702,0.590334,0.59747,0.605119,0.61759,0.632375,0.656616,0.682494,0.701135,0.714525,0.722823,0.734023,0.741858,0.754333,0.773732,0.798063,0.832758,0.857337,0.865569,0.867325,0.86636,0.859495,0.83808,0.804743,0.766389,0.730757,0.692007,0.6518,0.624807,0.602053,0.592729,0.591629,0.582025,0.580563,0.598039,0.621836,0.63419,0.64711,0.648256,0.637679,0.610413,0.581145,0.566259,0.548791,0.519647,0.497307,0.495153,0.515875,0.552617,0.58237,0.611359,0.641702,0.677395,0.720107,0.772823,0.839765,0.896423,0.934822,0.96097,0.972125,0.977653,0.971044
0.539916,0.535504,0.543435,0.568292,0.600037,0.629187,0.659062,0.677375,0.692524,0.716907,0.737596,0.767957,0.810311,0.848999,0.881564,0.91998,0.94974,0.978428,0.99847,1.00255,0.997719,0.978479,0.951988,0.917097,0.866588,0.814728,0.753003,0.69925,0.662944,0.623483,0.589312,0.560045,0.537352,0.51966,0.502789,0.485519,0.480706,0.468542,0.455017,0.44167,0.446439,0.464513,0.480535,0.510628,0.542468,0.582893,0.63927,0.702781,0.759571,0.805428,0.855373,0.908014,0.950232,0.974633,0.981294,0.982043,0.988871,0.98565,0.968657,0.955532,0.941194,0.926721,0.904159,0.889041,0.862699,0.831698,0.792483,0.764022,0.741849,0.721429,0.69409,0.666519,0.6369,0.605001,0.572433,0.549533,0.543435,0.530397,0.507639,0.475463,0.438424,0.413901,0.400305,0.389275,0.391119,0.405359,0.433179,0.466236,0.490975,0.529257,0.570724,0.613468,0.661755,0.713004,0.762369,0.811612,0.847537,0.87921,0.911008,0.94306,0.963613,0.98603,1.00009,1.00945,1.0087,1.007,0.992694,0.964456,0.94,0.908543,0.870326,0.844385,0.80846,0.758973,0.708292,0.652483,0.612855,0.581224,0.561872,0.534716,0.504093,0.468643,0.435846,0.418297,0.41283,0.418131,0.426582,0.445255,0.459158,0.458476,0.456412,0.455191,0.462806,0.480443,0.514939,0.563895,0.605437,0.63382,0.676042,0.733215,0.78221,0.818623,0.861724,0.900538,0.925602,0.943732,0.958806,0.963515,0.973922,0.979979,0.972814,0.953465,0.935586,0.920143,0.890323,0.853257,0.816185,0.782015,0.738928,0.679095,0.628214,0.593814,0.564,0.539995,0.523726,0.508875,0.497604,0.501556,0.509475,0.519023,0.54455,0.585784,0.637226,0.699403,0.760805,0.831577,0.891806,0.929176,0.948656,0.953371,0.952705,0.948307,0.938598,0.915279,0.880899,0.849124,0.824442,0.811615,0.794387,0.765291,0.746306,0.719462,0.676764,0.634624,0.606409,0.592166,0.594373,0.597434,0.605769,0.617079,0.638581,0.662733,0.680903,0.695088,0.705397,0.719597,0.731333,0.74828,0.772443,0.801599,0.840877,0.869921,0.882498,0.888264,0.890836,0.886989,0.868057,0.836388,0.798501,0.761816,0.72053,0.676406,0.644193,0.61537,0.599332,0.591217,0.574762,0.566586,0.577525,0.595408,0.603039,0.612531,0.611924,0.60135,0.57583,0.549572,0.538385,0.525298,0.5011,0.483733,0.486232,0.511253,0.552097,0.58605,0.619126,0.65321,0.692008,0.736941,0.790793,0.857721,0.913753,0.951343,0.976698,0.987308,0.992499,0.985874
0.508248,0.504453,0.513328,0.539456,0.573141,0.605194,0.638908,0.662039,0.682598,0.712476,0.738561,0.773677,0.819821,0.861373,0.895871,0.935211,0.965296,0.993859,1.0137,1.01783,1.0133,0.994706,0.968999,0.934883,0.885012,0.833187,0.770832,0.715494,0.676655,0.634236,0.596842,0.564345,0.538585,0.518128,0.498907,0.479715,0.47319,0.45975,0.445217,0.43099,0.43463,0.451362,0.4661,0.494831,0.525569,0.565258,0.621376,0.685419,0.743765,0.792113,0.845014,0.900786,0.946212,0.97383,0.983672,0.987414,0.996911,0.996311,0.981955,0.971172,0.958863,0.945991,0.924591,0.909822,0.883166,0.850981,0.809682,0.778001,0.751705,0.726606,0.694484,0.662282,0.628528,0.59324,0.558138,0.533434,0.526132,0.512818,0.490682,0.459848,0.424544,0.401624,0.389339,0.379363,0.381811,0.39623,0.423864,0.456623,0.481279,0.519492,0.561164,0.604509,0.65377,0.706371,0.757435,0.808545,0.846521,0.88017,0.913714,0.947253,0.969223,0.992869,1.00821,1.01897,1.01992,1.02018,1.00834,0.983063,0.961657,0.933297,0.897937,0.874009,0.839322,0.790115,0.738418,0.6804,0.637351,0.601588,0.577719,0.54624,0.511689,0.472906,0.437351,0.417419,0.409885,0.413346,0.420209,0.437412,0.450192,0.448885,0.446473,0.445085,0.452556,0.470051,0.504371,0.553283,0.595361,0.624995,0.668767,0.727682,0.778787,0.817555,0.862825,0.903652,0.930654,0.950554,0.967215,0.973486,0.985266,0.992732,0.98722,0.969753,0.953698,0.939904,0.911675,0.87583,0.839263,0.804661,0.760294,0.698465,0.644687,0.606674,0.572983,0.54506,0.524963,0.506539,0.491932,0.492592,0.497405,0.504075,0.526804,0.565494,0.615011,0.676176,0.737819,0.809898,0.872466,0.912951,0.935926,0.944303,0.947282,0.946483,0.940349,0.920679,0.889917,0.861392,0.839344,0.828319,0.812189,0.783515,0.763929,0.735739,0.691153,0.646518,0.615242,0.597587,0.596179,0.595783,0.600899,0.609394,0.628514,0.650956,0.668315,0.682612,0.693943,0.7099,0.724103,0.74396,0.771263,0.803622,0.845916,0.877946,0.893497,0.90204,0.907097,0.90544,0.888442,0.858246,0.821044,0.783954,0.741164,0.694457,0.65856,0.625334,0.604329,0.591005,0.569537,0.556482,0.562666,0.576274,0.580568,0.587672,0.58593,0.575519,0.551444,0.527486,0.518979,0.509031,0.488408,0.474626,0.480447,0.508504,0.552224,0.589179,0.625179,0.66191,0.702836,0.749186,0.803602,0.870202,0.925521,0.962358,0.987038,0.997218,1.00215,0.99554
0.492304,0.488655,0.49757,0.523618,0.557386,0.589973,0.624718,0.649562,0.672332,0.704624,0.733338,0.770945,0.819236,0.862664,0.898722,0.939128,0.970034,0.999166,1.01955,1.02442,1.02082,1.00346,0.979169,0.946594,0.898339,0.84779,0.786278,0.730967,0.691214,0.647335,0.608009,0.573323,0.545284,0.522622,0.501414,0.480512,0.472387,0.4577,0.442147,0.427036,0.429604,0.445098,0.458639,0.486021,0.515507,0.554064,0.609226,0.672776,0.731376,0.780744,0.83509,0.892542,0.939835,0.969438,0.9813,0.986928,0.998028,0.998991,0.986234,0.976839,0.965758,0.953911,0.9334,0.919109,0.892723,0.860442,0.81867,0.785863,0.757904,0.730786,0.696558,0.662245,0.62656,0.589653,0.553304,0.527607,0.519469,0.505799,0.483799,0.453515,0.418998,0.396735,0.384918,0.375286,0.377778,0.391936,0.419009,0.451076,0.475159,0.512684,0.553785,0.596795,0.645975,0.698823,0.750512,0.802529,0.841758,0.876765,0.911619,0.946352,0.969536,0.994247,1.01069,1.02262,1.02494,1.02674,1.01685,0.993966,0.975116,0.949539,0.91702,0.895505,0.862909,0.815276,0.764212,0.705813,0.661151,0.622879,0.595835,0.561057,0.523292,0.48163,0.443592,0.421474,0.412057,0.413873,0.419348,0.435261,0.447021,0.445076,0.44219,0.440418,0.447443,0.464398,0.498016,0.546177,0.587868,0.61763,0.661701,0.721067,0.773042,0.813065,0.859599,0.901736,0.930146,0.951427,0.969386,0.976997,0.989978,0.9987,0.994686,0.978968,0.964696,0.952658,0.926327,0.892274,0.857086,0.823221,0.778967,0.716652,0.661472,0.621212,0.584819,0.553948,0.530809,0.509447,0.492026,0.489842,0.491916,0.49597,0.51602,0.552068,0.599252,0.658641,0.719434,0.791515,0.855057,0.897355,0.922635,0.933588,0.939208,0.941052,0.937575,0.920679,0.892754,0.866873,0.847119,0.83787,0.823146,0.79554,0.776322,0.748025,0.702982,0.657387,0.624598,0.605029,0.601409,0.598825,0.601817,0.608373,0.625728,0.64676,0.663253,0.677241,0.688826,0.705465,0.720802,0.742055,0.770878,0.804797,0.848516,0.882037,0.899186,0.90927,0.915735,0.91537,0.899621,0.870502,0.833967,0.796897,0.753479,0.705472,0.667495,0.631682,0.607644,0.591083,0.566546,0.550479,0.553649,0.564518,0.566713,0.572297,0.569861,0.559602,0.536535,0.514104,0.50727,0.49929,0.480978,0.469509,0.477418,0.507313,0.552732,0.591522,0.629326,0.66768,0.709867,0.756984,0.811571,0.877711,0.932382,0.96864,0.992842,1.00276,1.00754,1.001
0.484249,0.480578,0.489209,0.514681,0.54781,0.579935,0.614452,0.639538,0.662925,0.696027,0.725877,0.764694,0.814148,0.858799,0.896079,0.937483,0.969329,0.999253,1.02043,1.02625,1.02374,1.00773,0.984983,0.954145,0.907828,0.859064,0.799108,0.744712,0.705032,0.660686,0.620346,0.584257,0.55457,0.530176,0.507313,0.484919,0.475329,0.459464,0.442923,0.426958,0.428519,0.442869,0.455309,0.481408,0.509627,0.546903,0.600778,0.663294,0.72141,0.770926,0.825792,0.884025,0.932361,0.963209,0.976425,0.983331,0.995474,0.997466,0.985789,0.977309,0.967055,0.955935,0.93615,0.92236,0.89648,0.864595,0.823118,0.790223,0.761857,0.734106,0.699192,0.664113,0.62768,0.590112,0.553216,0.52698,0.518231,0.504204,0.482133,0.452037,0.417864,0.395823,0.384089,0.374486,0.376787,0.390518,0.416902,0.448137,0.471457,0.508026,0.548182,0.590371,0.638883,0.691328,0.742978,0.795279,0.83522,0.871154,0.907,0.942709,0.966952,0.992614,1.01005,1.02298,1.02648,1.02955,1.02125,1.00036,0.983652,0.960498,0.930594,0.911482,0.881234,0.835731,0.786149,0.728433,0.683306,0.643629,0.614378,0.577079,0.536671,0.492508,0.452225,0.428074,0.416891,0.41717,0.42136,0.436077,0.446875,0.444296,0.440893,0.438656,0.445124,0.461394,0.494108,0.541229,0.58212,0.611475,0.655215,0.714351,0.766515,0.807161,0.854414,0.897421,0.926891,0.949276,0.968311,0.977068,0.991071,1.00086,0.998134,0.983934,0.971234,0.960798,0.936296,0.904112,0.870583,0.837963,0.794553,0.732655,0.677068,0.635556,0.597386,0.564382,0.5389,0.515191,0.49547,0.490905,0.490657,0.49246,0.510129,0.543708,0.588532,0.645847,0.7052,0.77645,0.839995,0.883109,0.909737,0.922369,0.929789,0.933484,0.931903,0.917056,0.891299,0.867514,0.849675,0.842043,0.828805,0.8026,0.784344,0.756772,0.712298,0.666899,0.633809,0.613531,0.60885,0.605132,0.606925,0.612304,0.628455,0.6484,0.664073,0.67751,0.688823,0.70536,0.72083,0.742316,0.771403,0.805601,0.849505,0.883357,0.901043,0.911718,0.918753,0.918965,0.903886,0.875448,0.839449,0.802599,0.759114,0.71072,0.671869,0.634885,0.609347,0.591117,0.565043,0.547415,0.548903,0.558191,0.559213,0.563925,0.561123,0.551016,0.528656,0.507215,0.501365,0.494548,0.477667,0.467613,0.476723,0.507576,0.5538,0.593517,0.632234,0.671387,0.71413,0.761482,0.815916,0.881477,0.935534,0.971326,0.995187,1.00495,1.00966,1.00321
0.480005,0.47626,0.484515,0.509267,0.541519,0.572821,0.606614,0.631317,0.654606,0.68776,0.717996,0.757346,0.807405,0.852865,0.8911,0.933371,0.966122,0.996861,1.01886,1.02565,1.02421,1.00951,0.988261,0.959125,0.914772,0.86793,0.809802,0.756739,0.717657,0.673424,0.632648,0.595683,0.564793,0.539021,0.514766,0.491064,0.480136,0.463173,0.445696,0.428925,0.429544,0.442839,0.454272,0.479176,0.506178,0.54216,0.594637,0.655882,0.713147,0.762344,0.817209,0.875701,0.924595,0.956255,0.970443,0.978291,0.99118,0.993923,0.983064,0.975264,0.965635,0.955086,0.93593,0.922628,0.897339,0.866051,0.825203,0.792693,0.764507,0.736787,0.701876,0.666699,0.630115,0.592375,0.5553,0.528774,0.519553,0.505197,0.482983,0.452925,0.418907,0.396901,0.385091,0.37539,0.377418,0.390681,0.416361,0.446754,0.469274,0.504814,0.543897,0.585065,0.632637,0.684344,0.735583,0.787793,0.828097,0.86466,0.90126,0.937763,0.962928,0.989431,1.00775,1.02158,1.02608,1.03023,1.02327,1.00405,0.989153,0.968088,0.94051,0.923619,0.895688,0.852479,0.804762,0.748309,0.70343,0.663099,0.632352,0.593142,0.550574,0.504259,0.461961,0.435928,0.423083,0.421905,0.424877,0.438455,0.448329,0.445126,0.441198,0.438471,0.444351,0.459892,0.491639,0.537611,0.577526,0.60622,0.649312,0.707856,0.759825,0.800719,0.848357,0.89195,0.922244,0.945541,0.965489,0.975243,0.990127,1.00084,0.999214,0.986328,0.974991,0.965963,0.943131,0.91273,0.880895,0.849713,0.807506,0.746541,0.691179,0.649099,0.609822,0.575304,0.548025,0.522442,0.500831,0.494257,0.492026,0.491888,0.507449,0.538768,0.581317,0.636464,0.694071,0.763986,0.826892,0.870121,0.8974,0.911048,0.919643,0.924602,0.924364,0.911041,0.886973,0.864879,0.848665,0.842503,0.830758,0.806131,0.789198,0.762883,0.71966,0.675252,0.64272,0.622599,0.617694,0.613617,0.614893,0.619659,0.635032,0.654145,0.669062,0.681807,0.692507,0.708421,0.723347,0.744273,0.77276,0.806352,0.849581,0.882961,0.900448,0.911052,0.918075,0.918353,0.903516,0.875446,0.839833,0.80327,0.760034,0.711815,0.672873,0.635658,0.609655,0.590821,0.564252,0.546043,0.546744,0.555232,0.555704,0.559987,0.557059,0.547137,0.525322,0.504566,0.499296,0.493167,0.477187,0.467996,0.477758,0.50901,0.555459,0.595499,0.63452,0.673897,0.716698,0.763897,0.817927,0.882799,0.936236,0.971612,0.995196,1.00486,1.00954,1.00318
0.477711,0.473884,0.481753,0.505764,0.537088,0.56746,0.600354,0.624423,0.647297,0.680143,0.710385,0.749895,0.800226,0.846221,0.885207,0.928211,0.961785,0.993292,1.01609,1.0238,1.02337,1.00989,0.990036,0.962501,0.920034,0.875096,0.818869,0.767313,0.729101,0.685315,0.644462,0.606972,0.575192,0.5483,0.522854,0.497993,0.485836,0.46785,0.449493,0.431964,0.431702,0.444016,0.454522,0.478317,0.504175,0.538905,0.589974,0.649864,0.706107,0.754738,0.809309,0.867753,0.91691,0.949118,0.964049,0.972641,0.986105,0.989448,0.979267,0.972022,0.962913,0.952849,0.934262,0.921427,0.896749,0.866133,0.826051,0.794131,0.766392,0.739014,0.704435,0.669486,0.633049,0.59539,0.558332,0.531656,0.522052,0.5074,0.485025,0.454951,0.42101,0.398964,0.387015,0.377174,0.378911,0.391711,0.416713,0.446297,0.468045,0.502572,0.540567,0.580656,0.627181,0.67799,0.728619,0.780515,0.820957,0.857939,0.895113,0.932264,0.958231,0.985474,1.00458,1.0192,1.0246,1.02966,1.02384,1.00606,0.992695,0.973426,0.94789,0.93299,0.907224,0.866278,0.820558,0.765669,0.721475,0.681005,0.649293,0.608668,0.564359,0.516215,0.472131,0.44437,0.429966,0.427404,0.429211,0.441693,0.450671,0.446858,0.442406,0.439186,0.444473,0.459279,0.490044,0.534833,0.573696,0.601604,0.64388,0.701629,0.753176,0.794084,0.841892,0.885881,0.916838,0.940913,0.961659,0.972306,0.98797,0.99949,0.998841,0.987118,0.97698,0.969197,0.947881,0.919145,0.888959,0.859271,0.818444,0.758708,0.703971,0.661783,0.621875,0.586294,0.557624,0.530518,0.507321,0.499007,0.495036,0.493176,0.506832,0.536054,0.576416,0.629371,0.68506,0.753326,0.815167,0.858028,0.885466,0.899657,0.908983,0.914794,0.915516,0.903362,0.880664,0.859996,0.845219,0.840431,0.830186,0.80725,0.791876,0.767173,0.725659,0.682786,0.651404,0.632053,0.627519,0.623632,0.624876,0.629432,0.644326,0.66279,0.676998,0.688964,0.698829,0.713775,0.727707,0.747544,0.774853,0.807244,0.849218,0.881578,0.898362,0.908438,0.915041,0.915027,0.900123,0.872182,0.836821,0.800551,0.757727,0.71001,0.671453,0.634594,0.608779,0.59002,0.563621,0.54546,0.54595,0.554139,0.554468,0.55862,0.555741,0.546052,0.524716,0.504489,0.499589,0.493887,0.478511,0.469872,0.479966,0.511292,0.557623,0.597617,0.636568,0.675806,0.718342,0.765131,0.818582,0.882675,0.935467,0.970435,0.993766,1.00336,1.00801,1.00176
